,Country,AQI.Value,AQI.Category,CO.AQI.Value,CO.AQI.Category,Ozone.AQI.Value,Ozone.AQI.Category,NO2.AQI.Value,NO2.AQI.Category,PM2.5.AQI.Value,PM2.5.AQI.Category
12668,164,78,1,2,1,12,0,12,2,78,1
12669,62,25,0,0,0,23,1,1,0,25,0
12670,64,28,0,1,0,28,1,1,0,16,0
12671,79,36,0,1,0,36,2,0,0,13,0
12672,122,107,2,1,0,48,3,0,0,107,2
12673,4,74,1,1,0,46,3,0,0,74,1
12674,133,49,0,1,0,26,1,3,1,49,0
12675,95,71,1,1,0,5,0,3,1,71,1
12676,122,171,3,1,0,30,1,0,0,171,3
12677,122,56,1,0,0,23,1,0,0,56,1
12678,0,32,0,0,0,32,2,0,0,27,0
12679,71,19,0,1,0,12,0,1,0,19,0
12680,5,58,1,1,0,28,1,1,0,58,1
12681,105,49,0,0,0,26,1,0,0,49,0
12682,164,53,1,1,0,31,1,7,2,53,1
12683,71,25,0,1,0,3,0,1,0,25,0
12684,123,51,1,1,0,30,1,0,0,51,1
12685,123,38,0,1,0,38,2,1,0,12,0
12686,15,73,1,3,1,18,0,2,1,73,1
12687,133,52,1,1,0,27,1,3,1,52,1
12688,68,30,0,1,0,30,1,3,1,29,0
12689,108,101,2,2,1,27,1,9,2,101,2
12690,154,36,0,1,0,36,2,0,0,26,0
12691,108,43,0,1,0,42,3,1,0,43,0
12692,71,52,1,1,0,16,0,0,0,52,1
12693,164,61,1,1,0,24,1,8,2,61,1
12694,164,45,0,1,0,45,3,4,1,34,0
12695,123,34,0,1,0,33,2,0,0,34,0
12696,15,175,3,10,1,17,0,13,2,175,3
12697,125,100,2,2,1,72,3,1,0,100,2
12698,122,70,1,1,0,28,1,0,0,70,1
12699,115,58,1,2,1,14,0,1,0,58,1
12700,101,35,0,0,0,35,2,1,0,24,0
12701,122,151,3,0,0,30,1,0,0,151,3
12702,125,98,1,4,1,31,1,11,2,98,1
12703,45,59,1,1,0,28,1,1,0,59,1
12704,164,57,1,1,0,44,3,4,1,57,1
12705,122,500,5,1,0,41,3,1,0,490,5
12706,66,82,1,3,1,5,0,10,2,82,1
12707,88,229,4,3,1,132,3,0,0,229,4
12708,122,123,2,1,0,26,1,0,0,123,2
12709,79,41,0,1,0,40,2,0,0,41,0
12710,122,52,1,1,0,29,1,0,0,52,1
12711,64,44,0,1,0,44,3,1,0,44,0
12712,122,60,1,1,0,41,3,0,0,60,1
12713,19,36,0,1,0,17,0,0,0,36,0
12714,65,49,0,1,0,40,2,0,0,49,0
12715,123,47,0,1,0,30,1,3,1,47,0
12716,168,120,2,4,1,1,0,8,2,120,2
12717,71,54,1,1,0,8,0,4,1,54,1
12718,71,57,1,2,1,0,0,5,2,57,1
12719,64,42,0,1,0,34,2,3,1,42,0
12720,71,55,1,1,0,13,0,4,1,55,1
12721,122,500,5,1,0,48,3,1,0,500,5
12722,68,34,0,0,0,30,1,1,0,34,0
12723,122,155,3,0,0,33,2,0,0,155,3
12724,13,71,1,1,0,19,0,0,0,71,1
12725,5,86,1,2,1,35,2,2,1,86,1
12726,79,51,1,1,0,43,3,0,0,51,1
12727,125,164,3,4,1,164,3,8,2,141,2
12728,133,33,0,1,0,33,2,2,1,26,0
12729,37,62,1,1,0,29,1,8,2,62,1
12730,72,30,0,1,0,8,0,2,1,30,0
12731,71,61,1,2,1,33,2,3,1,61,1
12732,123,40,0,1,0,40,2,1,0,25,0
12733,84,40,0,1,0,24,1,4,1,40,0
12734,164,45,0,1,0,31,1,8,2,45,0
12735,164,62,1,1,0,37,2,1,0,62,1
12736,164,47,0,1,0,25,1,8,2,47,0
12737,12,165,3,1,0,41,3,0,0,165,3
12738,129,38,0,1,0,38,2,2,1,34,0
12739,123,34,0,1,0,34,2,1,0,21,0
12740,13,35,0,0,0,16,0,0,0,35,0
12741,64,52,1,1,0,52,3,4,1,50,0
12742,109,36,0,1,0,36,2,0,0,36,0
12743,51,102,2,1,0,31,1,2,1,102,2
12744,13,156,3,1,0,28,1,0,0,156,3
12745,105,42,0,0,0,28,1,0,0,42,0
12746,21,62,1,1,0,37,2,0,0,62,1
12747,115,76,1,2,1,20,0,1,0,76,1
12748,12,177,3,2,1,100,3,0,0,177,3
12749,123,37,0,1,0,37,2,2,1,17,0
12750,122,323,5,1,0,47,3,0,0,319,5
12751,122,185,3,4,1,185,3,1,0,157,3
12752,123,31,0,1,0,31,1,3,1,26,0
12753,151,43,0,1,0,18,0,0,0,43,0
12754,56,127,2,1,0,100,3,2,1,127,2
12755,62,27,0,0,0,27,1,1,0,23,0
12756,37,63,1,1,0,18,0,7,2,63,1
12757,86,39,0,1,0,16,0,3,1,39,0
12758,37,58,1,1,0,19,0,6,2,58,1
12759,155,28,0,1,0,28,1,2,1,24,0
12760,71,32,0,1,0,3,0,0,0,32,0
12761,123,39,0,1,0,34,2,0,0,39,0
12762,88,59,1,2,1,38,2,0,0,59,1
12763,133,52,1,1,0,24,1,3,1,52,1
12764,108,99,1,1,0,21,0,5,2,99,1
12765,164,61,1,2,1,22,1,20,2,61,1
12766,0,98,1,1,0,35,2,2,1,98,1
12767,105,20,0,0,0,20,0,0,0,17,0
12768,133,46,0,1,0,26,1,3,1,46,0
12769,133,53,1,1,0,29,1,3,1,53,1
12771,133,38,0,0,0,34,2,1,0,38,0
12772,84,39,0,1,0,29,1,3,1,39,0
12774,90,52,1,1,0,25,1,1,0,52,1
12775,155,25,0,1,0,25,1,1,0,18,0
12776,90,53,1,1,0,24,1,0,0,53,1
12777,51,80,1,1,0,29,1,1,0,80,1
12778,123,60,1,1,0,19,0,15,2,60,1
12779,129,37,0,0,0,34,2,1,0,37,0
12780,122,158,3,1,0,39,2,0,0,158,3
12781,71,22,0,0,0,13,0,0,0,22,0
12782,90,63,1,1,0,23,1,1,0,63,1
12783,64,41,0,1,0,41,3,0,0,26,0
12784,122,184,3,3,1,135,3,2,1,184,3
12785,7,35,0,0,0,35,2,0,0,26,0
12786,122,159,3,1,0,39,2,0,0,159,3
12787,147,71,1,1,0,42,3,0,0,71,1
12788,125,65,1,1,0,31,1,3,1,65,1
12789,91,76,1,1,0,46,3,0,0,76,1
12790,155,29,0,1,0,29,1,2,1,20,0
12791,46,37,0,1,0,21,0,7,2,37,0
12792,123,37,0,1,0,37,2,0,0,28,0
12793,164,153,3,4,1,4,0,20,2,153,3
12794,133,54,1,1,0,33,2,3,1,54,1
12795,123,35,0,1,0,35,2,0,0,10,0
12796,62,27,0,0,0,25,1,0,0,27,0
12797,164,63,1,1,0,20,0,3,1,63,1
12798,108,124,2,2,1,28,1,10,2,124,2
12799,71,39,0,1,0,10,0,2,1,39,0
12800,39,209,4,67,1,209,3,2,1,157,3
12801,12,163,3,1,0,43,3,0,0,163,3
12802,0,35,0,0,0,35,2,0,0,32,0
12803,118,69,1,2,1,6,0,0,0,69,1
12804,13,95,1,1,0,26,1,0,0,95,1
12805,123,29,0,1,0,29,1,0,0,9,0
12806,37,48,0,1,0,27,1,4,1,48,0
12807,164,53,1,1,0,33,2,9,2,53,1
12808,71,21,0,0,0,11,0,1,0,21,0
12809,169,143,2,3,1,35,2,16,2,143,2
12810,0,35,0,0,0,34,2,0,0,35,0
12811,123,26,0,1,0,26,1,0,0,11,0
12812,152,39,0,1,0,39,2,2,1,22,0
12813,13,98,1,1,0,25,1,0,0,98,1
12814,168,73,1,2,1,4,0,6,2,73,1
12815,133,51,1,1,0,26,1,3,1,51,1
12816,125,160,3,7,1,72,3,19,2,160,3
12817,5,54,1,1,0,37,2,1,0,54,1
12818,83,53,1,1,0,25,1,0,0,53,1
12819,37,54,1,1,0,24,1,3,1,54,1
12820,62,22,0,0,0,22,1,0,0,9,0
12821,82,86,1,1,0,49,3,0,0,86,1
12822,122,352,5,2,1,107,3,1,0,335,5
12823,123,74,1,1,0,37,2,4,1,74,1
12824,64,39,0,1,0,39,2,2,1,19,0
12825,65,49,0,1,0,33,2,0,0,49,0
12826,71,150,3,4,1,4,0,16,2,150,3
12827,71,66,1,1,0,9,0,4,1,66,1
12828,83,54,1,1,0,20,0,2,1,54,1
12829,91,137,2,1,0,72,3,0,0,137,2
12830,122,185,3,2,1,70,3,0,0,185,3
12831,123,45,0,1,0,38,2,0,0,45,0
12833,67,56,1,1,0,32,2,4,1,56,1
12834,45,48,0,1,0,27,1,0,0,48,0
12835,46,165,3,5,1,6,0,10,2,165,3
12836,19,30,0,1,0,16,0,0,0,30,0
12837,90,57,1,1,0,23,1,0,0,57,1
12838,164,34,0,1,0,34,2,2,1,29,0
12839,64,44,0,1,0,44,3,0,0,32,0
12840,46,79,1,1,0,15,0,1,0,79,1
12841,123,39,0,1,0,39,2,1,0,12,0
12842,123,57,1,1,0,38,2,1,0,57,1
12843,108,56,1,1,0,56,3,1,0,49,0
12844,164,85,1,2,1,10,0,19,2,85,1
12845,164,65,1,2,1,14,0,23,2,65,1
12846,64,52,1,1,0,46,3,4,1,52,1
12847,125,206,4,5,1,206,3,5,2,150,3
12848,122,50,0,0,0,23,1,0,0,50,0
12849,164,37,0,1,0,37,2,3,1,19,0
12850,64,39,0,1,0,39,2,1,0,14,0
12851,64,49,0,1,0,49,3,1,0,37,0
12852,64,86,1,1,0,86,3,1,0,67,1
12853,125,200,3,4,1,200,3,2,1,164,3
12854,0,68,1,1,0,38,2,1,0,68,1
12855,123,55,1,1,0,24,1,4,1,55,1
12856,46,36,0,1,0,17,0,2,1,36,0
12857,51,54,1,1,0,22,1,3,1,54,1
12858,122,177,3,4,1,153,3,1,0,177,3
12859,122,53,1,0,0,29,1,0,0,53,1
12860,0,34,0,1,0,32,2,1,0,34,0
12861,122,103,2,2,1,69,3,0,0,103,2
12862,122,36,0,1,0,36,2,0,0,17,0
12863,164,77,1,2,1,17,0,21,2,77,1
12864,46,177,3,4,1,7,0,22,2,177,3
12865,46,84,1,2,1,15,0,6,2,84,1
12866,65,59,1,1,0,34,2,1,0,59,1
12867,12,174,3,1,0,40,2,0,0,174,3
12868,133,65,1,1,0,30,1,5,2,65,1
12869,155,25,0,0,0,25,1,0,0,9,0
12871,45,29,0,0,0,15,0,0,0,29,0
12872,125,60,1,2,1,51,3,0,0,60,1
12873,155,57,1,1,0,25,1,3,1,57,1
12874,164,58,1,2,1,24,1,12,2,58,1
12875,123,44,0,1,0,33,2,0,0,44,0
12876,122,164,3,4,1,32,2,5,2,164,3
12877,129,34,0,0,0,34,2,1,0,33,0
12878,42,63,1,1,0,15,0,5,2,63,1
12879,66,108,2,4,1,10,0,12,2,108,2
12880,37,62,1,1,0,17,0,7,2,62,1
12881,122,83,1,1,0,33,2,0,0,83,1
12882,11,68,1,2,1,12,0,0,0,68,1
12883,164,53,1,1,0,27,1,5,2,53,1
12884,168,38,0,1,0,5,0,4,1,38,0
12885,122,172,3,0,0,30,1,0,0,172,3
12886,143,75,1,1,0,42,3,1,0,75,1
12888,1,22,0,0,0,22,1,0,0,17,0
12889,15,81,1,2,1,17,0,2,1,81,1
12890,66,47,0,1,0,13,0,1,0,47,0
12891,125,116,2,3,1,116,3,1,0,104,2
12892,110,23,0,1,0,23,1,0,0,14,0
12893,72,74,1,3,1,3,0,7,2,74,1
12894,37,45,0,1,0,32,2,2,1,45,0
12895,133,34,0,0,0,24,1,2,1,34,0
12896,133,35,0,0,0,27,1,2,1,35,0
12897,122,168,3,1,0,55,3,0,0,168,3
12898,122,151,3,0,0,36,2,0,0,151,3
12899,39,41,0,1,0,27,1,0,0,41,0
12900,39,74,1,1,0,35,2,0,0,74,1
12901,122,469,5,1,0,38,2,1,0,382,5
12902,164,62,1,2,1,17,0,15,2,62,1
12903,53,115,2,4,1,1,0,11,2,115,2
12904,3,50,0,1,0,50,3,0,0,14,0
12905,71,56,1,1,0,9,0,3,1,56,1
12906,173,24,0,0,0,24,1,0,0,11,0
12907,164,59,1,2,1,20,0,8,2,59,1
12908,133,30,0,0,0,25,1,2,1,30,0
12909,6,62,1,1,0,37,2,2,1,62,1
12910,90,45,0,1,0,27,1,0,0,45,0
12911,122,271,4,1,0,46,3,1,0,271,4
12912,123,52,1,1,0,35,2,2,1,52,1
12913,105,46,0,0,0,29,1,0,0,46,0
12914,122,57,1,0,0,22,1,0,0,57,1
12915,90,53,1,1,0,27,1,0,0,53,1
12916,37,100,2,0,0,25,1,0,0,100,2
12917,87,56,1,1,0,32,2,2,1,56,1
12918,173,23,0,0,0,23,1,0,0,9,0
12919,133,37,0,0,0,30,1,1,0,37,0
12920,90,61,1,1,0,16,0,0,0,61,1
12921,1,15,0,0,0,15,0,1,0,5,0
12922,83,55,1,1,0,27,1,2,1,55,1
12923,42,151,3,2,1,9,0,12,2,151,3
12924,90,54,1,1,0,27,1,0,0,54,1
12926,71,45,0,1,0,10,0,3,1,45,0
12927,71,42,0,1,0,6,0,3,1,42,0
12928,71,62,1,2,1,0,0,6,2,62,1
12929,71,28,0,0,0,17,0,0,0,28,0
12930,71,20,0,0,0,20,0,0,0,11,0
12931,164,56,1,1,0,6,0,14,2,56,1
12932,164,52,1,1,0,7,0,13,2,52,1
12933,164,72,1,2,1,9,0,13,2,72,1
12934,15,131,2,6,1,14,0,6,2,131,2
12935,62,24,0,0,0,24,1,2,1,19,0
12936,35,39,0,1,0,23,1,0,0,39,0
12937,64,71,1,1,0,71,3,2,1,33,0
12938,125,158,3,2,1,158,3,2,1,84,1
12939,106,49,0,1,0,11,0,0,0,49,0
12940,64,27,0,1,0,27,1,2,1,13,0
12941,64,37,0,1,0,37,2,0,0,29,0
12942,67,47,0,1,0,23,1,2,1,47,0
12943,123,40,0,1,0,40,2,1,0,38,0
12944,4,40,0,1,0,40,2,0,0,16,0
12945,125,162,3,3,1,162,3,2,1,113,2
12946,129,34,0,0,0,34,2,1,0,28,0
12947,65,36,0,1,0,36,2,0,0,20,0
12948,123,44,0,1,0,33,2,1,0,44,0
12949,129,34,0,0,0,34,2,1,0,27,0
12950,71,14,0,1,0,9,0,0,0,14,0
12951,71,26,0,0,0,13,0,0,0,26,0
12952,46,19,0,0,0,9,0,1,0,19,0
12953,39,63,1,1,0,35,2,0,0,63,1
12954,108,56,1,1,0,56,3,1,0,50,0
12955,71,42,0,1,0,10,0,2,1,42,0
12956,92,58,1,1,0,38,2,0,0,58,1
12957,68,37,0,1,0,22,1,7,2,37,0
12958,108,70,1,1,0,35,2,5,2,70,1
12959,123,33,0,0,0,33,2,0,0,10,0
12960,15,215,4,13,1,3,0,13,2,215,4
12961,71,39,0,1,0,15,0,2,1,39,0
12962,0,48,0,1,0,27,1,3,1,48,0
12963,71,149,2,3,1,4,0,7,2,149,2
12964,0,36,0,1,0,36,2,1,0,27,0
12965,87,63,1,1,0,33,2,3,1,63,1
12966,71,30,0,1,0,10,0,1,0,30,0
12968,37,40,0,1,0,27,1,3,1,40,0
12969,164,29,0,0,0,24,1,3,1,29,0
12970,164,67,1,2,1,17,0,17,2,67,1
12971,164,64,1,2,1,17,0,6,2,64,1
12972,0,80,1,1,0,39,2,3,1,80,1
12973,164,76,1,2,1,19,0,11,2,76,1
12974,133,63,1,2,1,27,1,5,2,63,1
12975,1,14,0,0,0,12,0,2,1,14,0
12976,71,35,0,1,0,6,0,1,0,35,0
12977,34,141,2,1,0,16,0,7,2,141,2
12978,168,101,2,3,1,5,0,8,2,101,2
12979,66,79,1,2,1,7,0,6,2,79,1
12980,125,65,1,2,1,47,3,2,1,65,1
12981,122,96,1,1,0,42,3,0,0,96,1
12982,65,70,1,1,0,34,2,1,0,70,1
12983,87,66,1,1,0,36,2,2,1,66,1
12984,133,63,1,2,1,25,1,11,2,63,1
12985,68,32,0,1,0,32,2,3,1,15,0
12986,133,71,1,2,1,36,2,5,2,71,1
12987,170,52,1,1,0,22,1,1,0,52,1
12988,68,41,0,1,0,21,0,5,2,41,0
12989,164,63,1,2,1,27,1,13,2,63,1
12990,68,32,0,1,0,32,2,4,1,23,0
12991,125,201,4,5,1,201,3,4,1,159,3
12992,164,89,1,2,1,17,0,19,2,89,1
12993,133,67,1,1,0,27,1,4,1,67,1
12994,164,54,1,2,1,27,1,10,2,54,1
12995,108,62,1,1,0,47,3,2,1,62,1
12996,91,129,2,1,0,129,3,1,0,116,2
12997,133,61,1,1,0,41,3,2,1,61,1
12998,166,25,0,0,0,25,1,0,0,20,0
12999,122,169,3,4,1,166,3,1,0,169,3
13000,166,23,0,1,0,23,1,0,0,23,0
13001,148,50,0,3,1,14,0,1,0,50,0
13002,164,51,1,1,0,27,1,9,2,51,1
13003,15,164,3,4,1,20,0,7,2,164,3
13004,164,61,1,1,0,16,0,13,2,61,1
13005,114,35,0,1,0,35,2,0,0,35,0
13006,90,51,1,1,0,26,1,2,1,51,1
13007,12,189,3,3,1,40,2,4,1,189,3
13008,12,164,3,3,1,147,3,1,0,164,3
13009,122,151,3,3,1,70,3,1,0,151,3
13010,71,66,1,2,1,4,0,5,2,66,1
13011,91,53,1,1,0,53,3,0,0,37,0
13012,122,151,3,2,1,65,3,1,0,151,3
13013,122,163,3,3,1,160,3,1,0,163,3
13014,100,108,2,2,1,42,3,7,2,108,2
13015,83,59,1,1,0,25,1,2,1,59,1
13016,123,29,0,1,0,29,1,0,0,20,0
13017,46,95,1,2,1,7,0,9,2,95,1
13018,133,29,0,1,0,28,1,2,1,29,0
13019,122,324,5,1,0,45,3,1,0,295,4
13020,26,12,0,0,0,8,0,0,0,12,0
13021,19,35,0,0,0,16,0,0,0,35,0
13022,91,54,1,1,0,42,3,0,0,54,1
13023,133,32,0,1,0,32,2,2,1,29,0
13024,133,31,0,1,0,31,1,3,1,30,0
13025,133,34,0,1,0,34,2,2,1,30,0
13026,122,157,3,1,0,45,3,0,0,157,3
13027,122,101,2,0,0,33,2,0,0,101,2
13028,122,155,3,2,1,86,3,0,0,155,3
13029,88,121,2,2,1,45,3,0,0,121,2
13030,122,172,3,1,0,83,3,1,0,172,3
13031,122,166,3,2,1,82,3,2,1,166,3
13032,92,55,1,1,0,49,3,0,0,55,1
13033,45,37,0,1,0,24,1,0,0,37,0
13034,71,94,1,3,1,2,0,7,2,94,1
13035,19,30,0,0,0,17,0,0,0,30,0
13036,71,65,1,2,1,0,0,5,2,65,1
13037,123,46,0,0,0,31,1,0,0,46,0
13038,122,155,3,1,0,40,2,0,0,155,3
13039,123,29,0,1,0,29,1,0,0,23,0
13040,65,69,1,0,0,39,2,0,0,69,1
13041,71,38,0,1,0,12,0,2,1,38,0
13042,164,82,1,2,1,9,0,30,2,82,1
13043,115,92,1,3,1,12,0,2,1,92,1
13044,122,161,3,2,1,109,3,1,0,161,3
13045,39,51,1,1,0,43,3,0,0,51,1
13046,90,75,1,1,0,18,0,0,0,75,1
13047,164,40,0,1,0,32,2,2,1,40,0
13048,84,37,0,1,0,33,2,3,1,37,0
13049,168,75,1,2,1,4,0,8,2,75,1
13050,79,54,1,1,0,40,2,2,1,54,1
13051,164,36,0,1,0,36,2,4,1,36,0
13052,68,65,1,0,0,33,2,0,0,65,1
13053,164,49,0,1,0,30,1,1,0,49,0
13054,164,41,0,1,0,41,3,2,1,23,0
13055,84,37,0,1,0,28,1,3,1,37,0
13056,120,90,1,5,1,17,0,2,1,90,1
13057,15,72,1,1,0,26,1,2,1,72,1
13058,71,13,0,0,0,12,0,0,0,13,0
13059,164,36,0,1,0,16,0,10,2,36,0
13060,71,34,0,0,0,19,0,1,0,34,0
13061,111,39,0,0,0,29,1,1,0,39,0
13062,71,16,0,1,0,3,0,0,0,16,0
13063,108,35,0,1,0,35,2,1,0,17,0
13064,108,57,1,1,0,38,2,1,0,57,1
13065,108,62,1,1,0,37,2,2,1,62,1
13066,164,56,1,1,0,43,3,5,2,56,1
13067,164,42,0,1,0,32,2,8,2,42,0
13068,123,40,0,1,0,33,2,0,0,40,0
13069,46,77,1,1,0,31,1,0,0,77,1
13070,133,31,0,0,0,30,1,1,0,31,0
13071,164,54,1,1,0,29,1,9,2,54,1
13072,123,39,0,1,0,30,1,0,0,39,0
13073,18,217,4,12,1,14,0,14,2,217,4
13074,141,169,3,1,0,169,3,3,1,156,3
13075,64,47,0,1,0,47,3,1,0,22,0
13076,164,42,0,1,0,30,1,9,2,42,0
13077,123,38,0,1,0,38,2,0,0,22,0
13078,108,68,1,1,0,34,2,5,2,68,1
13079,40,47,0,1,0,13,0,0,0,47,0
13080,166,24,0,0,0,24,1,0,0,11,0
13081,64,39,0,1,0,39,2,2,1,39,0
13082,46,77,1,3,1,3,0,10,2,77,1
13083,68,61,1,0,0,31,1,1,0,61,1
13084,20,62,1,0,0,46,3,0,0,62,1
13085,22,77,1,1,0,23,1,0,0,77,1
13086,108,42,0,1,0,42,3,3,1,21,0
13087,122,165,3,1,0,45,3,0,0,165,3
13088,108,47,0,1,0,30,1,4,1,47,0
13089,37,48,0,1,0,22,1,3,1,48,0
13090,122,431,5,1,0,57,3,1,0,339,5
13091,122,69,1,0,0,22,1,0,0,69,1
13092,46,75,1,3,1,8,0,8,2,75,1
13093,155,27,0,0,0,27,1,1,0,25,0
13094,90,73,1,1,0,23,1,1,0,73,1
13095,37,40,0,0,0,40,2,0,0,24,0
13096,164,42,0,1,0,31,1,3,1,42,0
13097,125,201,4,5,1,201,3,4,1,154,3
13098,46,39,0,1,0,10,0,3,1,39,0
13099,37,55,1,1,0,18,0,6,2,55,1
13100,100,55,1,1,0,45,3,0,0,55,1
13101,46,29,0,1,0,16,0,2,1,29,0
13102,5,21,0,0,0,20,0,0,0,21,0
13103,71,30,0,0,0,17,0,0,0,30,0
13104,164,54,1,1,0,32,2,5,2,54,1
13105,164,49,0,1,0,49,3,2,1,38,0
13106,164,76,1,2,1,34,2,10,2,76,1
13107,51,35,0,1,0,23,1,2,1,35,0
13108,122,42,0,0,0,28,1,0,0,42,0
13109,37,26,0,1,0,25,1,2,1,26,0
13110,123,30,0,1,0,30,1,0,0,21,0
13111,122,500,5,1,0,37,2,0,0,457,5
13112,68,56,1,0,0,31,1,1,0,56,1
13113,12,439,5,1,0,47,3,0,0,361,5
13114,26,92,1,2,1,16,0,5,2,92,1
13115,122,120,2,0,0,30,1,0,0,120,2
13116,12,194,3,1,0,41,3,0,0,194,3
13117,164,50,0,1,0,30,1,7,2,50,0
13118,164,50,0,1,0,23,1,3,1,50,0
13119,164,42,0,1,0,32,2,8,2,42,0
13120,0,51,1,1,0,34,2,1,0,51,1
13121,0,41,0,1,0,34,2,1,0,41,0
13122,77,130,2,1,0,77,3,0,0,130,2
13123,125,201,4,2,1,201,3,5,2,134,2
13124,22,56,1,1,0,17,0,0,0,56,1
13127,12,166,3,1,0,44,3,0,0,166,3
13128,76,38,0,1,0,38,2,2,1,26,0
13129,71,35,0,1,0,5,0,2,1,35,0
13130,37,45,0,1,0,32,2,3,1,45,0
13131,22,43,0,0,0,17,0,0,0,43,0
13132,123,37,0,1,0,37,2,0,0,27,0
13133,64,61,1,1,0,57,3,2,1,61,1
13134,71,52,1,1,0,6,0,4,1,52,1
13135,58,70,1,1,0,39,2,1,0,70,1
13136,108,45,0,1,0,45,3,1,0,32,0
13137,71,32,0,1,0,5,0,3,1,32,0
13138,64,54,1,1,0,49,3,2,1,54,1
13139,164,88,1,3,1,12,0,26,2,88,1
13140,39,68,1,2,1,38,2,0,0,68,1
13141,19,18,0,0,0,18,0,0,0,17,0
13142,123,40,0,1,0,40,2,0,0,36,0
13143,122,165,3,1,0,29,1,0,0,165,3
13144,122,43,0,1,0,29,1,0,0,43,0
13145,123,36,0,1,0,36,2,0,0,34,0
13146,123,56,1,2,1,35,2,1,0,56,1
13147,64,33,0,0,0,33,2,0,0,13,0
13148,108,82,1,1,0,34,2,4,1,82,1
13149,143,61,1,1,0,41,3,0,0,61,1
13150,7,41,0,1,0,41,3,0,0,25,0
13151,67,68,1,1,0,37,2,1,0,68,1
13152,108,57,1,1,0,36,2,2,1,57,1
13153,71,46,0,1,0,7,0,3,1,46,0
13154,37,56,1,1,0,29,1,2,1,56,1
13155,37,70,1,2,1,27,1,6,2,70,1
13156,164,29,0,1,0,29,1,4,1,25,0
13157,155,37,0,1,0,37,2,0,0,17,0
13158,122,176,3,1,0,36,2,0,0,176,3
13159,65,35,0,1,0,35,2,0,0,25,0
13160,148,66,1,2,1,23,1,0,0,66,1
13161,108,49,0,1,0,49,3,2,1,25,0
13162,155,25,0,1,0,25,1,1,0,24,0
13163,123,45,0,1,0,35,2,1,0,45,0
13164,122,142,2,2,1,142,3,1,0,134,2
13165,122,176,3,3,1,176,3,1,0,154,3
13166,122,150,3,1,0,33,2,0,0,150,3
13167,0,92,1,1,0,33,2,4,1,92,1
13168,166,22,0,0,0,22,1,0,0,17,0
13169,164,48,0,1,0,31,1,7,2,48,0
13170,37,67,1,1,0,29,1,1,0,67,1
13171,125,71,1,4,1,41,3,4,1,71,1
13172,164,55,1,2,1,15,0,20,2,55,1
13173,166,23,0,0,0,21,0,0,0,23,0
13174,37,57,1,1,0,39,2,3,1,57,1
13175,71,51,1,1,0,13,0,1,0,51,1
13176,91,129,2,1,0,47,3,0,0,129,2
13177,71,42,0,2,1,1,0,2,1,42,0
13178,123,28,0,1,0,28,1,1,0,14,0
13179,164,64,1,1,0,19,0,5,2,64,1
13180,13,150,3,1,0,30,1,0,0,150,3
13181,122,125,2,1,0,33,2,0,0,125,2
13182,46,87,1,2,1,10,0,9,2,87,1
13183,108,35,0,2,1,35,2,6,2,35,0
13184,8,14,0,1,0,12,0,0,0,14,0
13185,133,76,1,2,1,20,0,6,2,76,1
13186,108,67,1,1,0,39,2,2,1,67,1
13187,15,219,4,22,1,11,0,16,2,219,4
13188,64,32,0,1,0,32,2,1,0,16,0
13189,129,38,0,1,0,32,2,3,1,38,0
13190,122,51,1,2,1,28,1,1,0,51,1
13191,125,136,2,3,1,136,3,3,1,104,2
13192,122,52,1,0,0,26,1,0,0,52,1
13193,122,71,1,0,0,24,1,0,0,71,1
13194,90,62,1,1,0,23,1,0,0,62,1
13195,64,41,0,1,0,41,3,2,1,34,0
13196,64,119,2,2,1,119,3,0,0,76,1
13197,87,70,1,1,0,38,2,1,0,70,1
13198,154,30,0,0,0,30,1,0,0,7,0
13199,65,40,0,1,0,40,2,0,0,10,0
13200,5,64,1,1,0,27,1,1,0,64,1
13201,123,41,0,1,0,37,2,1,0,41,0
13203,6,40,0,1,0,40,2,0,0,32,0
13204,122,85,1,0,0,29,1,0,0,85,1
13205,122,154,3,1,0,37,2,0,0,154,3
13206,71,18,0,0,0,14,0,0,0,18,0
13207,64,52,1,1,0,52,3,0,0,35,0
13208,71,40,0,0,0,17,0,1,0,40,0
13209,123,33,0,1,0,33,2,0,0,28,0
13210,123,37,0,1,0,28,1,0,0,37,0
13211,155,31,0,1,0,31,1,1,0,21,0
13212,122,184,3,2,1,123,3,1,0,184,3
13213,129,37,0,0,0,31,1,2,1,37,0
13214,72,66,1,2,1,9,0,6,2,66,1
13215,37,32,0,1,0,26,1,2,1,32,0
13216,164,80,1,2,1,12,0,13,2,80,1
13217,164,56,1,2,1,24,1,15,2,56,1
13218,123,43,0,1,0,24,1,7,2,43,0
13219,68,48,0,0,0,30,1,3,1,48,0
13220,62,42,0,0,0,15,0,14,2,42,0
13221,96,71,1,1,0,71,3,2,1,70,1
13222,64,43,0,1,0,43,3,0,0,22,0
13223,26,55,1,1,0,16,0,1,0,55,1
13224,12,170,3,2,1,83,3,0,0,170,3
13226,56,86,1,1,0,71,3,3,1,86,1
13227,1,60,1,1,0,7,0,11,2,60,1
13228,15,103,2,4,1,22,1,2,1,103,2
13229,52,56,1,0,0,22,1,0,0,56,1
13230,105,43,0,0,0,23,1,0,0,43,0
13231,164,28,0,1,0,28,1,4,1,25,0
13232,133,40,0,1,0,26,1,3,1,40,0
13233,164,148,2,3,1,15,0,7,2,148,2
